text,label,cleaned_text
"buon Xem trên Netflix, Kịch bản , cần cải thiện thêm..",0,buon xem trên netflix kịch bản cần cải thiện thêm
"Phim hay quá,!!!...!!!...!!! #review#movie_review",2,phim hay quá reviewmovie_review
"Ra rạp coi, Phim nhạt quá, #review#movie_review",0,ra rạp coi phim nhạt quá reviewmovie_review
"Diễn viên , 😞",0,diễn viên
"Xem buổi chiều, 👍 Đáng xem nha mọi người, sẽ ủng hộ dài dài!!?!...!!!",2,xem buổi chiều đáng xem nha mọi người sẽ ủng hộ dài dài
"😊 Diễn viên diễn xuất tốt, kịch bản hay 🥰!!!",2,diễn viên diễn xuất tốt kịch bản hay
"Đáng xem nha mọi người, nên thử nhé",2,đáng xem nha mọi người nên thử nhé
"Phim hay quá,!!! <3!!!!!!",2,phim hay quá 3
"Xem trên Netflix, Diễn viên ,, không đáng tiền",0,xem trên netflix diễn viên không đáng tiền
"Xem buổi chiều, bình thường, kinh hoàng cốt truyện , đáng đồng tiền 👀",1,xem buổi chiều bình thường kinh hoàng cốt truyện đáng đồng tiền
"Ra rạp coi, Diễn viên ,!!!",0,ra rạp coi diễn viên
"không có gì đặc biệt tạm được Xem trên Netflix, 🆗 Không qá tệ nhưng không xuất sắc, đáng đồng tiền",1,không gì đặc biệt tạm xem trên netflix không qá tệ nhưng không xuất sắc đáng đồng tiền
"dã man Phim nhạt quá,, thất vọng quá 👎",0,dã man phim nhạt quá thất vọng quá
"Xem trên Netflix, Diễn viên ,..!?(?)!?",0,xem trên netflix diễn viên
"cực kỳ hài lòng Diễn viên diễn xuất tốt, kịch bản cuốn?!, đỉnh thật sự",2,cực kỳ hài lòng diễn viên diễn xuất tốt kịch bản cuốn đỉnh thật sự
"Xem trên Netflix, ưng cái bụng, diễn viên thuyết phục, kịch bản hấp dẫn...!!!!!!...!!!",2,xem trên netflix ưng cái bụng diễn viên thuyết phục kịch bản hấp dẫn
"ưng cái bụng, diễn viên thuyết phục, kịch bản cuốn?! 😊?!...!!!!!! <3",2,ưng cái bụng diễn viên thuyết phục kịch bản cuốn 3
"Ra rạp coi, thất vọng quá, dã man thất vọng vì ,",0,ra rạp coi thất vọng quá dã man thất vọng vì
"Xem trên Netflix, Phim hay quá,!!! <3 #review#movie_review",2,xem trên netflix phim hay quá 3 reviewmovie_review
"👍 xuất sắc, quá xá xem mà ưng,!! #review#movie_review",2,xuất sắc quá xá xem mà ưng reviewmovie_review
"Xem trên Netflix, Thấr vọng vì ,(?)>.<(?)",0,xem trên netflix thấr vọng vì
"Xem trên Netflix, khong quá tệ nhưngggg khong xuất sắc, thấy rất worth!!!.....",1,xem trên netflix khong quá tệ nhưngggg khong xuất sắc thấy rất worth
"Xem cũng được,......?.",1,xem cũng
"huhu Ra rạp coi, khong đáng tiền vé, giá hơi cao..!?(?)",0,huhu ra rạp coi khong đáng tiền vé giá hơi cao
"đỉnh thật sự, kinh hoàng diễn viên thuyết phục, kịch bản hay!?!!!! <3!!! <3",2,đỉnh thật sự kinh hoàng diễn viên thuyết phục kịch bản hay 3 3
"Xem trên Netflix, 😐 Diễn viên nhập vai tạm ổn, kịch bản hay 💁...?",1,xem trên netflix diễn viên nhập vai tạm ổn kịch bản hay
"vcl Xem cũng được,!, cũng được 💭 tương đối ổn",1,vcl xem cũng cũng tương đối ổn
"👍 Xem mà ưng, ❤️ #review#movie_review",2,xem mà ưng reviewmovie_review
"oce 😄 Diễn viên thuyết phục, kịch bản hấp dẫn!! ...!!! #review#movie_review",2,oce diễn viên thuyết phục kịch bản hấp dẫn reviewmovie_review
"Pgim nhạt quá,(?)",0,pgim nhạt quá
"quá xịn luôn đỉnh thật sự quá xịn luôn Xem mà hài lòng,!! #review#movie_review",2,quá xịn luôn đỉnh thật sự quá xịn luôn xem mà hài lòng reviewmovie_review
"Ra rạp coi, Diễn viên tự nhiên, kịch bản logic",2,ra rạp coi diễn viên tự nhiên kịch bản logic
"zoui Cốt truyện , thấy rất worth 😐...?...?",1,zoui cốt truyện thấy rất worth
"Xem buổi chiều, kinh hoàng Cốt truyện , cần cảiii thiện thêm(?!)...",1,xem buổi chiều kinh hoàng cốt truyện cần cảiii thiện thêm
"😞 Phim nhạt quá,.....!?>.<",0,phim nhạt quá
"Xem trên Netflix, Không đáng tuền vé, cần cải thiện thêm(?)!?",0,xem trên netflix không đáng tuền vé cần cải thiện thêm
"🆗 Xem cũng được, 💁.., tương đối ổn",1,xem cũng tương đối ổn
"quá tệ Ra rạp coi, Phim nhạt quá,.. bit không đáng tiền",0,quá tệ ra rạp coi phim nhạt quá bit không đáng tiền
"Xem trên Netflix, đét Cốt truyện , đáng đồng tiền",2,xem trên netflix đét cốt truyện đáng đồng tiền
"Không đáng tiền vé, đáng đồng tiền>.<",0,không đáng tiền vé đáng đồng tiền
"😢 😠 Kịch bản , cần cải thiện thêm!>.<>.<(?)",0,kịch bản cần cải thiện thêm
"Xem buổi chiều, chán thật sự, thất vọng vì , 😫>.<!?...",0,xem buổi chiều chán thật sự thất vọng vì
"đỉnh thật sự đỉnh thật sự, xem mà thích, quá xịn luôn...!!!",2,đỉnh thật sự đỉnh thật sự xem mà thích quá xịn luôn
"💁 Xem cũng được,",1,xem cũng
"Xem buổi chiều, kinh hoàng Thất vọng vì ,?! vl không thể chấp nhận được bít",0,xem buổi chiều kinh hoàng thất vọng vì vl không thể chấp nhận bít
"Thất vọng vì ,?! 😕?! thất vọng quá chán thật sự",0,thất vọng vì thất vọng quá chán thật sự
"quá xịn luôn, đáng xem nha mọi người, nên thử nhé!?!!!! <3 #review#movie_review",2,quá xịn luôn đáng xem nha mọi người nên thử nhé 3 reviewmovie_review
"😐 Phim cũng được, 💁",1,phim cũng
"Diễn viên , 😢",0,diễn viên
"zui okela Ra rạp coi, dã man Cốt truyện , cần cải thiện thêm",2,zui okela ra rạp coi dã man cốt truyện cần cải thiện thêm
"Ra rạp coi, tạm được, xem cũng được,(?!)(?!)",1,ra rạp coi tạm xem cũng
"Xem mà thích,..!!!!!!!?!",2,xem mà thích
"vcl Xem mà thích,! !!! <3",2,vcl xem mà thích 3
"Thất vọng vì , 👎, chán thật sự vl đ*o!?!?...",0,thất vọng vì chán thật sự vl đo
"Không quá tệ nhưng không xuất sắc, thấy rất worth?! #review#movie_review",1,không quá tệ nhưng không xuất sắc thấy rất worth reviewmovie_review
"Ra rạp coi, Xem mà mê, 😊!! #review#movie_review",2,ra rạp coi xem mà mê reviewmovie_review
"Kịch bản , thấy rất worth..!!...>.<",0,kịch bản thấy rất worth
"Phim nhạt quá,, thất vọng quá 😕 #review#movie_review",0,phim nhạt quá thất vọng quá reviewmovie_review
"Phim hay quá,",2,phim hay quá
"dã man Diễn viên nhập vai, kịch bản hay....",2,dã man diễn viên nhập vai kịch bản hay
"Xem trên Netflix, 🤔 Xem cũng được,, tạm được được của l*",1,xem trên netflix xem cũng tạm l
"Xem mà thích,",2,xem mà thích
"Xem mà yêu,",2,xem mà yêu
"đét Cốt truyện , cần cải thiện thêm?!",2,đét cốt truyện cần cải thiện thêm
"không thể chấp nhận được Thất vọng vì ,..",0,không thể chấp nhận thất vọng vì
"Xem trên Netflix, Cốt truyện , đáng đồng tiền 🥰, quá xịn luôn..",2,xem trên netflix cốt truyện đáng đồng tiền quá xịn luôn
"Xem buổi chiều, Cốt truyện , đáng đồng tiền, tương đối ổn tạm được(?!)",1,xem buổi chiều cốt truyện đáng đồng tiền tương đối ổn tạm
"Diễn viên diễn xuất tốt tạm ổn, kịch bản cuốn",1,diễn viên diễn xuất tốt tạm ổn kịch bản cuốn
"Xem buổi chiều, bình thường, không quá tệ nhưng khôngggg xuất sắc, cần cải thiện thêm..",1,xem buổi chiều bình thường không quá tệ nhưng khôngggg xuất sắc cần cải thiện thêm
"Xem buổi chiều, Diễn viên nhập vai, kịch bản hayyy!?!!!!...!!!",2,xem buổi chiều diễn viên nhập vai kịch bản hayyy
"Ra rạp coi, Cốt truyện , cần cải thiện thêm 💁...? #review#movie_review",1,ra rạp coi cốt truyện cần cải thiện thêm reviewmovie_review
"😐 Cốt truyện , giá hơi cao(?!)......?",1,cốt truyện giá hơi cao
"😕 Không đáng tiền vé, cần cải thiện thêm!!!... #review#movie_review",0,không đáng tiền vé cần cải thiện thêm reviewmovie_review
"Diễb viên diễn xuất tốt, kịch bản hấp dẫn 😊?!",2,diễb viên diễn xuất tốt kịch bản hấp dẫn
"Cốt truyện , giá hơi cao, tạm được",1,cốt truyện giá hơi cao tạm
"😕 Không đáng tiền vé, thấy rất worth",0,không đáng tiền vé thấy rất worth
"Kịch bản , thấy rat worth..",0,kịch bản thấy rat worth
"Cốt truyện , cần cải thiện thêm",2,cốt truyện cần cải thiện thêm
"đỉnh thật sự Phim hay quá, 👍 v",2,đỉnh thật sự phim hay quá v
"Diễn viên nhập vqi, kịch bản hấp dẫn 🥰",2,diễn viên nhập vqi kịch bản hấp dẫn
"Phim hay quá,, không có gì để chê #review#movie_review",2,phim hay quá không gì để chê reviewmovie_review
"Xem trên Netflix, Cốt truyện , thấy rat worth #review#movie_review",1,xem trên netflix cốt truyện thấy rat worth reviewmovie_review
"Không đáng tiền vé, giá hơi cao, không đáng tiền...!?...",0,không đáng tiền vé giá hơi cao không đáng tiền
"quá tệ thất vọng quá, không đáng tiền vé, giá hơiiii cao  #review#movie_review",0,quá tệ thất vọng quá không đáng tiền vé giá hơiiii cao reviewmovie_review
"ưng cái bụng, cốt truyện , đáng đồng tiền!!!!! <3 #review#movie_review",2,ưng cái bụng cốt truyện đáng đồng tiền 3 reviewmovie_review
"Phim hay quá,?! buon dk",2,phim hay quá buon dk
"oke Diễn viên nhập vaiii tạm ổn, kịch bản hấp dẫn",1,oke diễn viên nhập vaiii tạm ổn kịch bản hấp dẫn
"ưng cái bụng, xem mà yêu, 😊 okela vl #review#movie_review",2,ưng cái bụng xem mà yêu okela vl reviewmovie_review
"khong đáng tiền vé, đáng đồng tiền!..",0,khong đáng tiền vé đáng đồng tiền
"Xem trên Netflix, quá xá Diễn viên thuyết phục tạm ổn, kịch bản hấp dẫn",1,xem trên netflix quá xá diễn viên thuyết phục tạm ổn kịch bản hấp dẫn
"Xem buổi chiều, Diễn viên , 😢 #review#movie_review",0,xem buổi chiều diễn viên reviewmovie_review
"Xem buổi chiều, Đáng xem nha mọi người, recommendddd mọi người nên dùng 🥰..",2,xem buổi chiều đáng xem nha mọi người recommendddd mọi người nên dùng
"😞 Kịch bản , đáng đồng tiền",0,kịch bản đáng đồng tiền
"dã man 😫 Kịch bản , cần cải thiện thêm 😠",0,dã man kịch bản cần cải thiện thêm
"Diễn viên diễn xuất tốt, kịch bản cuốn 😊.. #review#movie_review",2,diễn viên diễn xuất tốt kịch bản cuốn reviewmovie_review
"Xem trên Netflix, khong quá tệ nhưng khôbg xuất sắc, thấy rất worth 💭.. #review#movie_review",1,xem trên netflix khong quá tệ nhưng khôbg xuất sắc thấy rất worth reviewmovie_review
"Đáng xem nha mọi người, sẽ ủnggg hộ dài dàiiii 😊.....!!!!?!",2,đáng xem nha mọi người sẽ ủnggg hộ dài dàiiii
"Phim hay quá,",2,phim hay quá
"Xem trên Netflix, quá xá Xem mà ưng,",2,xem trên netflix quá xá xem mà ưng
"Kịch bản , thấy rất worth 😫>.<!?...",0,kịch bản thấy rất worth
"🤔 Phim cũng được,",1,phim cũng
"Diễn viên nhập vai tạm ổn, kịch bản hấp dẫn cũng được #review#movie_review",1,diễn viên nhập vai tạm ổn kịch bản hấp dẫn cũng reviewmovie_review
"Xem buổi chiều, Thất vọng vì ,!......(?)",0,xem buổi chiều thất vọng vì
"Xem trên Netflix, 🥰 xuất sắc, đáng xem nha mọi người, recommend mọii ngườiiii nên dùng zui #review#movie_review",2,xem trên netflix xuất sắc đáng xem nha mọi người recommend mọii ngườiiii nên dùng zui reviewmovie_review
"Không quá tệ nhưng không xuất sắc, đáng đồng tiền!! #review#movie_review",1,không quá tệ nhưng không xuất sắc đáng đồng tiền reviewmovie_review
"khong đáng tiền vé, thấy rất worth 😫..",0,khong đáng tiền vé thấy rất worth
"Phim cũng được,, tạm được",1,phim cũng tạm
"chán thật sự, kinh hoàng 😫 phim nhạt quá,?!",0,chán thật sự kinh hoàng phim nhạt quá
"Cốt tryyện , giá hơi cao!!! <3 #review#movie_review",2,cốt tryyện giá hơi cao 3 reviewmovie_review
"Xem trên Netflix, 😊 đỉnh thật sự, ✨ phim hay quá,!!!",2,xem trên netflix đỉnh thật sự phim hay quá
"không thể chấp nhận được Diễn viên , #review#movie_review",0,không thể chấp nhận diễn viên reviewmovie_review
"vloz không có gì đặc biệt, xem cũng được,",1,vloz không gì đặc biệt xem cũng
"Xem cũng được,?!",1,xem cũng
"cũng được, khong quá tệ nhưng không xuất sắc, đáng đồng tuền......(?!) #review#movie_review",1,cũng khong quá tệ nhưng không xuất sắc đáng đồng tuền reviewmovie_review
"Ra rạp coi, Phim hay quá,",2,ra rạp coi phim hay quá
"Xem mà hài lòng,!!!...!!!!?!!!!",2,xem mà hài lòng
"ưng cái bụng Xem trên Netflix, 🥰 Xem mà ưng,, quá xịn luôn.. đc!?!!!!...!!!",2,ưng cái bụng xem trên netflix xem mà ưng quá xịn luôn đc
"Xem buổi chiều, Đángg xem nha mọi người, nên thử nhé #review#movie_review",2,xem buổi chiều đángg xem nha mọi người nên thử nhé reviewmovie_review
"cực kỳ hài lòng dã man Phim hay quá,?!!!!",2,cực kỳ hài lòng dã man phim hay quá
"Xem buổi chiều, Diễn viên ,",0,xem buổi chiều diễn viên
"Cốt truyện , đánggg đồng tiền 🤔",1,cốt truyện đánggg đồng tiền
"Cốt truyện , cần cải thiện thêm 🥰 xuất sắc cực kỳ hài lòng vãi cả l!!! <3",2,cốt truyện cần cải thiện thêm xuất sắc cực kỳ hài lòng vãi cả l 3
"Ra rạp coi, Phim nhạt quá,",0,ra rạp coi phim nhạt quá
"💁 Không qá tệ nhưng không xuất sắc, cần cải thiện thêm",1,không qá tệ nhưng không xuất sắc cần cải thiện thêm
"tương đối ổn, 😐 xem cũng được,.....?(?!)...",1,tương đối ổn xem cũng
"💁 Cốt truyện , cần cải thiện thêm 🤔!!...?.. #review#movie_review",1,cốt truyện cần cải thiện thêm reviewmovie_review
"Xem buổi chiều, Phim hay quá, 💯!, không có gì để chê",2,xem buổi chiều phim hay quá không gì để chê
"quá tệ, phim nhạt quá, chán thật sự!?>.<>.<",0,quá tệ phim nhạt quá chán thật sự
"Diễn viên ,..",0,diễn viên
"Xem buổi chiều, 😕 Kịch bản , giá hơi cao",0,xem buổi chiều kịch bản giá hơi cao
"cũng được Xem buổi chiều, Diễn viên tự nhiên tạm ổn, kịch bản logic 🆗 bik",1,cũng xem buổi chiều diễn viên tự nhiên tạm ổn kịch bản logic bik
"Xem buổi chiều, 😊 Diễn vuên thuyết phục, kịch bản cuốn 👍",2,xem buổi chiều diễn vuên thuyết phục kịch bản cuốn
"Diễn viên diễn xuất tot tạm ổn, kịch bản cuốn 👀! #review#movie_review",1,diễn viên diễn xuất tot tạm ổn kịch bản cuốn reviewmovie_review
"Xem buổi chiều, Xem cũng được, #review#movie_review",1,xem buổi chiều xem cũng reviewmovie_review
"Xem trên Netflix, quá xịn luôn, phim hay quá,",2,xem trên netflix quá xịn luôn phim hay quá
"🤔 quá xá Xem cũng được, bit đ*o bình thường......",1,quá xá xem cũng bit đo bình thường
